id;domaine;chapitre;sous_chapitre;titre;exigence;lois;documents
219;env;1;15;Audits environnementaux;Si la société est une entreprise industrielle, de transport ou de services avec une consommation annuelle d'énergie atteignant les limites énoncées par décret exécutif n ° 05-495 du 26 décembre 2005 concernant l'audit énergétique des établissements de consommation d'énergie élevés, il attribue une entité d'accréditation pour effectuer un audit énergétique à la société.;"Décret exécutif n ° 05-495 du 26 décembre 2005 concernant l''audit énergétique des établissements de consommation d''énergie élevés; Article 7";* Informations sur les auditeurs d'énergie
220;env;1;16;Audits environnementaux;Si l'entreprise est une installation industrielle qui consomme de l'énergie égale ou plus de 2000 tonnes de pétrole, elle effectue un audit énergétique une fois tous les trois ans.;"Décret exécutif n ° 05-495 du 26 décembre 2005 concernant l''audit énergétique des établissements de consommation d''énergie élevés; Article 18";"* Rapport sur l''audit énergétique
* Document sur la consommation d''énergie annuelle"
221;env;1;17;Audits environnementaux;Si la société est une société de services de transport qui consomme de l'énergie égale ou plus de 1000 tonnes de pétrole, elle effectue un audit énergétique une fois tous les trois ans.;"Décret exécutif n ° 05-495 du 26 décembre 2005 concernant l''audit énergétique des établissements de consommation d''énergie élevés; Article 18";"* Rapport sur l''audit énergétique
* Document sur la consommation d''énergie annuelle"
222;env;1;18;Audits environnementaux;Si l'entreprise est une entreprise qui fournit des services et consomme de l'énergie égale ou plus de 500 tonnes de pétrole, elle effectue un audit énergétique une fois tous les cinq ans.;"Décret exécutif n ° 05-495 du 26 décembre 2005 concernant l''audit énergétique des établissements de consommation d''énergie élevés; Article 18";"* Rapport sur l''audit énergétique
* Document sur la consommation d''énergie annuelle"
223;env;2;1;Permis de construction / construction;L'installation a obtenu un permis de construction avant de construire de nouvelles structures ou d'apporter des modifications importantes à celles-ci, ou avant toute extension des bâtiments existants.;"Law 90-29 du 1er décembre 1990 sur le développement urbain et la planification des pays; Art. 52
Loi n ° 08-15 du 20 juillet 2008 sur les règles de conformité des bâtiments; Art. 6
Décret exécutif n ° 15-19 du 25 janvier 2015 établissant les procédures de préparation et de permis liées aux activités de construction; Art. 41; Art. 42; Art. 43; Art. 44";* Permis de construction
224;env;2;2;Permis de construction / construction;Si l'installation a construit une nouvelle construction ou entreprend des modifications importantes sur un bâtiment existant, il est conforme aux exigences énoncées dans son permis de construction.;"Law 90-29 du 1er décembre 1990 sur le développement urbain et la planification des pays; Art. 52";* Permis de construction
225;env;2;3;Permis de construction / construction;Si l'installation démolie une structure, totalement ou partiellement, elle a obtenu un permis de démolition avant d'entreprendre de telles activités;"Law 90-29 du 1er décembre 1990 sur le développement urbain et la planification des pays; Art. 60";* Permis de démolition
226;env;2;4;Permis de construction / construction;Si l'installation démolie une structure, totalement ou partiellement, elle est conforme aux exigences énoncées dans son permis de démolition;"Law 90-29 du 1er décembre 1990 sur le développement urbain et la planification des pays; Art. 60";* Permis de démolition
227;env;2;5;Permis de construction / construction;L'installation détient un certificat de conformité pour les bâtiments qu'il possède.;"Décret exécutif n ° 09-154 du 2 mai 2009 sur les procédures de déclaration de conformité pour les bâtiments; Art. 3
Loi n ° 08-15 du 20 juillet 2008 sur les règles de conformité des bâtiments; Art. 14
Décret exécutif n ° 15-19 du 25 janvier 2015 établissant les procédures de préparation et de permis liées aux activités de construction; Art. 66";* Certificat de conformité du bâtiment
228;env;2;6;Permis de construction / construction;Si la société est le bénéficiaire d'un projet de construction, il publie sur le lieu de son projet un panel contenant des informations sur son projet.;"Décret exécutif n ° 15-19 du 25 janvier 2015 établissant les procédures de préparation et de permis liées aux activités de construction; Art. 60";nan
229;env;2;7;Évaluation de l'impact environnemental;Si l'installation entreprend une activité répertoriée à l'annexe 1 du décret exécutif n ° 07-145 de 2007 sur la détermination de la portée, le contenu et les termes d'approbation de l'évaluation de l'impact environnemental ou une activité qui nécessite une évaluation de l'impact environnemental en fonction de la nomenclature d'installation classifiée, elle a effectué une évaluation de l'impact environnemental.;"Loi 03-10 du 19 juillet 2003 sur la protection de l''environnement dans la perspective du développement durable; Art. 15 et art. 16
Décret exécutif n ° 07-145 du 19 mai 2007 sur la détermination de la portée, le contenu et les termes d''approbation de l''évaluation de l''impact environnemental; Art. 3, 6, annexe1";* Évaluation de l'impact environnemental
258;safety;1;8;Persons / services d'experts OST;Si l'établissement emploie 1000 travailleurs ou plus et dispose d'un service autonome pour la santé au travail, et si les travailleurs sont «mini-exposés» aux risques professionnels, l'établissement nomme 2 infirmières.;"Décret du 16 octobre 2001 établissant des normes relatives aux moyens humains, locaux et équipements des services de santé au travail; Art. 2";nan
230;env;2;8;Évaluation de l'impact environnemental;S'il entreprend une activité répertoriée à l'annexe 2 du décret exécutif n ° 07-145 du 19 mai 2007 sur les exigences de portée, de contenu et d'approbation des évaluations et des déclarations d'impact environnemental, ou une activité qui nécessite un énoncé d'impact environnemental selon la nomenclature d'installation classifiée, l'installation a préparé un énoncé d'impact environnemental.;"Loi 03-10 du 19 juillet 2003 sur la protection de l''environnement dans la perspective du développement durable; Art. 15 et art. 16
Décret exécutif n ° 07-145 du 19 mai 2007 sur la détermination de la portée, le contenu et les termes d''approbation de l''évaluation de l''impact environnemental; Art. 6, annexe 2";* Énoncé de l'impact environnemental
231;env;2;9;Permis de fonctionnement / licence;L'installation a identifié si elle relève de la nomenclature de la nomenclature d'installation classifiée.;"Décret exécutif n ° 07-144 du 19 mai 2007 sur la nomenclature des établissements classifiés; Annexe";nan
232;env;2;10;Permis de fonctionnement / licence;Les opérateurs de bâtiments élevés ou de tours accessibles par le public détiennent un permis de construction valide assuré par le gouverneur régional après avoir discuté avec la Commission pour la prévention de l'incendie et de la panique.;"Loi n ° 19-02 pour les règles générales pour la prévention des risques d''incendie et de panique; Article 23";* Permis de construction
233;env;2;11;Permis de fonctionnement / licence;Si l'installation fonctionne;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 9";* Enregistrement des produits dangereux
234;env;2;12;Permis de fonctionnement / licence;Si l'installation appartient à l'une des trois premières catégories de établissements classifiés en fonction de la nomenclature d'installation classifiée, il a obtenu une autorisation opérationnelle (autorisation d´Exploitation) avant de commencer son activité.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 3 et art. 6
Décret exécutif n ° 07-144 du 19 mai 2007 sur la nomenclature des établissements classifiés; Annexe";* Autorisation de fonctionnement
235;env;2;13;Permis de fonctionnement / licence;Si l'installation appartient à l'une des trois premières catégories «établies classifiées» en fonction de la nomenclature d'installation classifiée et effectue toutes les modifications en vue pour modifier le processus de production, ou pour transformer l'équipement ou étendre l'activité, il a demandé et obtenu une nouvelle autorisation d'exploitation en fonction de la catégorie de l'établissement classifié.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 38
Décret exécutif n ° 07-144 du 19 mai 2007 sur la nomenclature des établissements classifiés; Annexe";* Autorisation de fonctionnement
236;env;2;14;Permis de fonctionnement / licence;Si l'installation est une installation classifiée sous réserve d'autorisation, elle est conforme aux exigences imposées dans l'autorisation.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 21";nan
237;env;2;15;Permis de fonctionnement / licence;Si l'installation appartient à la 4e catégorie des établissements classifiés en fonction de la nomenclature d'installation classifiée, il a soumis une notification opérationnelle (Déclaration d´xploitation) au président de l'Assemblée populaire communautaire au moins 60 jours avant de commencer les opérations.;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 24
Décret exécutif n ° 07-144 du 19 mai 2007 sur la nomenclature des établissements classifiés; Annexe";* Notification de fonctionnement
238;env;2;16;Permis de fonctionnement / licence;Si l'installation appartient à la 4e catégorie des «établissements classifiés» et effectue des modifications, ou des modifications de son fonctionnement, de sa production ou de son fonctionnement, il a soumis une déclaration complémentaire (complémentaire de la décompte).;"Décret exécutif 06-198 du 31 mai 2006 sur le règlement régissant les établissements classifiés pour la protection de l''environnement; Art. 27";* Déclaration complémentaire des modifications ou modifications de l'opération ou de la production de la 4e catégorie d'un établissement classifié
